id;author;description;guid;to;likecount;link;pubdate;replycount;title;authorChannelUrl;Intention
22;Chase for Adventure;Hey guys! So we are in Koh Chang and love it! The island is practically empty and we’ve maybe interacted with one person a day lol Best of luck you to you two as well! Thankfully we are stuck in paradise 😁;UgzmIpvt52ILZXd2_HN4AaABAg.96JGgoH4n-f96KUVRMlSIi;SimpsOn The Go;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgzmIpvt52ILZXd2_HN4AaABAg.96JGgoH4n-f96KUVRMlSIi;2020-03-17 22:57:33;0;Hey guys! So we are in Koh Chang and love it! The island is practically empty and we’ve maybe interacted with one person a day lol Best of luck you to you two as well! Thankfully we are stuck in paradise 😁;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
23;Adventures with mel;You guys are doing a great job! Keep up the positivity! Also..doggo is such a cutie handsome boy!;Ugwvg6a0PGdw97aJY014AaABAg;;2;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugwvg6a0PGdw97aJY014AaABAg;2020-03-16 23:39:16;1;You guys are doing a great job! Keep up the positivity! Also..doggo is such a cutie handsome boy!;http://www.youtube.com/channel/UCti66r_iGrqdJB2RXwUfpTA;1
24;Chase for Adventure;Thank you so much Mel 💙 we will! And ahah all 5 are adorable! We’re just trying to find homes for them now 😁;Ugwvg6a0PGdw97aJY014AaABAg.96HzU-RmS9v96KTjCTZmnZ;Adventures with mel;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugwvg6a0PGdw97aJY014AaABAg.96HzU-RmS9v96KTjCTZmnZ;2020-03-17 22:50:50;0;Thank you so much Mel 💙 we will! And ahah all 5 are adorable! We’re just trying to find homes for them now 😁;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
25;a richs;lots of travellers are carrying the virus . shut down borders is the best;UgxI8MU0jl1yaZTQ_YF4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgxI8MU0jl1yaZTQ_YF4AaABAg;2020-03-16 03:42:58;3;lots of travellers are carrying the virus . shut down borders is the best;http://www.youtube.com/channel/UCm8sd4-ida1MhQ_jediSw9Q;1
26;Chase for Adventure;That would be great if all the countries could be on the same page!;UgxI8MU0jl1yaZTQ_YF4AaABAg.96Fq_2NlbfC96KTKA5qN_H;a richs;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgxI8MU0jl1yaZTQ_YF4AaABAg.96Fq_2NlbfC96KTKA5qN_H;2020-03-17 22:47:17;0;That would be great if all the countries could be on the same page!;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
27;a richs;@Chase for Adventure all that is reqiured is shut down every thing for two weeks . all need to stop thinking of losing income etc . it will recover isolation isolation;UgxI8MU0jl1yaZTQ_YF4AaABAg.96Fq_2NlbfC96Icu6wpqJe;a richs;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgxI8MU0jl1yaZTQ_YF4AaABAg.96Fq_2NlbfC96Icu6wpqJe;2020-03-17 05:41:14;0;@Chase for Adventure all that is reqiured is shut down every thing for two weeks . all need to stop thinking of losing income etc . it will recover isolation isolation;http://www.youtube.com/channel/UCm8sd4-ida1MhQ_jediSw9Q;1
28;Chase for Adventure;I completely understand that! A lot of us who travel full time have decided to just stay in places longer because it’s not fair for us to pick up the virus traveling and then bring it to a community that didn’t choose to travel during this time!;UgxI8MU0jl1yaZTQ_YF4AaABAg.96Fq_2NlbfC96ICaCPvZQ5;a richs;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgxI8MU0jl1yaZTQ_YF4AaABAg.96Fq_2NlbfC96ICaCPvZQ5;2020-03-17 01:42:35;0;I completely understand that! A lot of us who travel full time have decided to just stay in places longer because it’s not fair for us to pick up the virus traveling and then bring it to a community that didn’t choose to travel during this time!;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
29;James Cenica;Stay safe. I enjoy watching your vblog.;Ugz0n9_6PrYXi5LN1cJ4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugz0n9_6PrYXi5LN1cJ4AaABAg;2020-03-15 23:34:12;1;Stay safe. I enjoy watching your vblog.;http://www.youtube.com/channel/UCPXQIw4znWO0JoHaZZGv5MA;1
30;Chase for Adventure;Thank you so much James! We will 😁;Ugz0n9_6PrYXi5LN1cJ4AaABAg.96FP5z-ZlYQ96ICUQ5aExv;James Cenica;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugz0n9_6PrYXi5LN1cJ4AaABAg.96FP5z-ZlYQ96ICUQ5aExv;2020-03-17 01:41:39;0;Thank you so much James! We will 😁;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
31;Josiah Freep;Lorie and I expect to die in the hospitals, so raise our idiot children;UgxiPqKaAt2ahlPgdBJ4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgxiPqKaAt2ahlPgdBJ4AaABAg;2020-03-15 12:44:16;1;Lorie and I expect to die in the hospitals, so raise our idiot children;http://www.youtube.com/channel/UC_9AOAfQHLwzTYAMVa7VOPg;1
32;Chase for Adventure;HAHAHAHA! Oh Hap! LOL. You guys will be fine and I hope to see you ALL whenever we can go back! :D;UgxiPqKaAt2ahlPgdBJ4AaABAg.96EEiiZZJ4r96FZ1SXqfbw;Josiah Freep;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgxiPqKaAt2ahlPgdBJ4AaABAg.96EEiiZZJ4r96FZ1SXqfbw;2020-03-16 01:00:57;0;HAHAHAHA! Oh Hap! LOL. You guys will be fine and I hope to see you ALL whenever we can go back! :D;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
33;mhon ferrer;Good thing your plans of changing places of travel just saved you. You just fled coronavirus in China right after you leave, then the outbreak just get started. Haha, you just forgot to delete 4:13 something spilled off! So far any virus threat from Koh Chang, it\'s literally the number of cases were increasing predominantly world wide. Hope you could escape from this terrifying disease COVID 19 for it\'s contagious and easily transmittable rapidly. Sounds scary but you gotta stay safe and healthy follow the extreme precautions for it\'s no joke it is a deadly virus...;UgwV1IlC61OJHOIaTiV4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgwV1IlC61OJHOIaTiV4AaABAg;2020-03-15 10:19:47;1;Good thing your plans of changing places of travel just saved you. You just fled coronavirus in China right after you leave, then the outbreak just get started. Haha, you just forgot to delete 4:13 something spilled off! So far any virus threat from Koh Chang, it\'s literally the number of cases were increasing predominantly world wide. Hope you could escape from this terrifying disease COVID 19 for it\'s contagious and easily transmittable rapidly. Sounds scary but you gotta stay safe and healthy follow the extreme precautions for it\'s no joke it is a deadly virus...;http://www.youtube.com/channel/UCsaH4V4KBaBSpAVcgc_GOhw;1
34;Chase for Adventure;Right?! It was so lucky! Oh no 😑 The puppies were distracting me lol Thankfully the island we are on is totally fine! No cases and very little people traveling. We will my friend and you stay safe too 💙😁;UgwV1IlC61OJHOIaTiV4AaABAg.96DzB_xOsbh96ICLMJLIPJ;mhon ferrer;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgwV1IlC61OJHOIaTiV4AaABAg.96DzB_xOsbh96ICLMJLIPJ;2020-03-17 01:40:25;0;Right?! It was so lucky! Oh no 😑 The puppies were distracting me lol Thankfully the island we are on is totally fine! No cases and very little people traveling. We will my friend and you stay safe too 💙😁;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
35;Keep Going Places;Best of luck to you two! Glad y’all found some viable options to hold you over. This pandemic is really hurting many local communities that depend on tourism. I hope they all recover soon and that the world can come together to get this situation under control.;Ugye2INYnmnQpoei4Jh4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugye2INYnmnQpoei4Jh4AaABAg;2020-03-15 06:01:39;1;Best of luck to you two! Glad y’all found some viable options to hold you over. This pandemic is really hurting many local communities that depend on tourism. I hope they all recover soon and that the world can come together to get this situation under control.;http://www.youtube.com/channel/UC21og9-xlnkqr3kSqLCyJYg;1
36;Chase for Adventure;Thank you so much you two! And I agree! It’s crazy, the puppies, when we take them out around town people make eating jokes to us. Some people are shameless about how they think dog tastes good...idk if I should laugh it off or be concerned!;Ugye2INYnmnQpoei4Jh4AaABAg.96DWdrbcPa696IC7llWlkd;Keep Going Places;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugye2INYnmnQpoei4Jh4AaABAg.96DWdrbcPa696IC7llWlkd;2020-03-17 01:38:34;0;Thank you so much you two! And I agree! It’s crazy, the puppies, when we take them out around town people make eating jokes to us. Some people are shameless about how they think dog tastes good...idk if I should laugh it off or be concerned!;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
37;myk myk;by the way..thank you for your info..takecare always..GODBLESS..;UgyQdVo-DaRzuwK3zgZ4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgyQdVo-DaRzuwK3zgZ4AaABAg;2020-03-15 03:19:32;1;by the way..thank you for your info..takecare always..GODBLESS..;http://www.youtube.com/channel/UCVaEw-_9z4njVfEhj8h6jng;1
38;Chase for Adventure;Aww thank you so much 💙;UgyQdVo-DaRzuwK3zgZ4AaABAg.96DE5UuJ-az96IBv0DZ-ra;myk myk;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgyQdVo-DaRzuwK3zgZ4AaABAg.96DE5UuJ-az96IBv0DZ-ra;2020-03-17 01:36:41;0;Aww thank you so much 💙;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
39;myk myk;what?..Did you comeback from the Philippines?..on 24th of feb?..ur vlog doesnt say that..it says india..;Ugxg4narVZVaJRVi0MB4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugxg4narVZVaJRVi0MB4AaABAg;2020-03-15 03:18:37;1;what?..Did you comeback from the Philippines?..on 24th of feb?..ur vlog doesnt say that..it says india..;http://www.youtube.com/channel/UCVaEw-_9z4njVfEhj8h6jng;1
40;Chase for Adventure;Ah yeah, sorry friend for any confusion! We keep our vlogs delayed from our real time travels. But! If you want the real time info it’s all on our Instagram @chaseforadventure 😁;Ugxg4narVZVaJRVi0MB4AaABAg.96DDznLecJy96IBtlY0yvl;myk myk;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugxg4narVZVaJRVi0MB4AaABAg.96DDznLecJy96IBtlY0yvl;2020-03-17 01:36:31;0;Ah yeah, sorry friend for any confusion! We keep our vlogs delayed from our real time travels. But! If you want the real time info it’s all on our Instagram @chaseforadventure 😁;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
41;Harsh Bhardwaj;Stay safe guys! Thanks for the update, Much love❤️;Ugw3HryAEgRUsvXCan94AaABAg;;2;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugw3HryAEgRUsvXCan94AaABAg;2020-03-15 01:04:10;1;Stay safe guys! Thanks for the update, Much love❤️;http://www.youtube.com/channel/UCRDFYHFAXnQDh3i_p3PwLRQ;1
42;Chase for Adventure;Thank you so much Harsh! And of course friend 😁;Ugw3HryAEgRUsvXCan94AaABAg.96Czb271Xhx96IBmfhpJzw;Harsh Bhardwaj;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugw3HryAEgRUsvXCan94AaABAg.96Czb271Xhx96IBmfhpJzw;2020-03-17 01:35:33;0;Thank you so much Harsh! And of course friend 😁;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
43;scott a;Guys I would follow you even if you stopped traveling. So glad you\'re not leaving YT :) You are such a beacon of brightness in these dark times. SO SORRY you had to scrap all those plans. I feel for you so much. Indeed, the current situation has turned the travel sphere on its head (and of course other entities are greatly impacted). Aww, Ralphie is so cute! Congrats being furry foster parents! :) Thank you for the update Annette! Stay happy healthy and safe! Sending a virtual hug back!;UgxHSP1Jr1wIRT5ywU94AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgxHSP1Jr1wIRT5ywU94AaABAg;2020-03-14 23:39:08;1;Guys I would follow you even if you stopped traveling. So glad you\'re not leaving YT :) You are such a beacon of brightness in these dark times. SO SORRY you had to scrap all those plans. I feel for you so much. Indeed, the current situation has turned the travel sphere on its head (and of course other entities are greatly impacted). Aww, Ralphie is so cute! Congrats being furry foster parents! :) Thank you for the update Annette! Stay happy healthy and safe! Sending a virtual hug back!;http://www.youtube.com/channel/UCFXMQqLi1P1oH3zyc61i07Q;1
44;Chase for Adventure;Awww thank you so much Scott 💙 You are always so kind. Hey I guess we are just learning to be a little more flexible 😁 Haha they are all so adorable!! ☺️ 😁🙌🏽;UgxHSP1Jr1wIRT5ywU94AaABAg.96CpsL-W6ye96IBkFS00aE;scott a;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgxHSP1Jr1wIRT5ywU94AaABAg.96CpsL-W6ye96IBkFS00aE;2020-03-17 01:35:13;0;Awww thank you so much Scott 💙 You are always so kind. Hey I guess we are just learning to be a little more flexible 😁 Haha they are all so adorable!! ☺️ 😁🙌🏽;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
45;A Cup of Courage I by Johanna;Thank you for all the deep insights and speaking so openly about it. Good luck to you two! 😀 Greetings from Koh Phangan!;UgxNLeSCwFeytn3ceFZ4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgxNLeSCwFeytn3ceFZ4AaABAg;2020-03-14 23:26:43;1;Thank you for all the deep insights and speaking so openly about it. Good luck to you two! 😀 Greetings from Koh Phangan!;http://www.youtube.com/channel/UCczhh9ySgiE6SUFzS8A8URg;1
46;Chase for Adventure;Of course! Thank you so much for the well wishes 😁 ah how cool, greetings from Koh Chang 🤙🏽;UgxNLeSCwFeytn3ceFZ4AaABAg.96CoSOFIFPb96F7TsDFmVx;A Cup of Courage I by Johanna;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgxNLeSCwFeytn3ceFZ4AaABAg.96CoSOFIFPb96F7TsDFmVx;2020-03-15 21:00:10;0;Of course! Thank you so much for the well wishes 😁 ah how cool, greetings from Koh Chang 🤙🏽;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
47;J.P. Jordan;6:55 lol! u sure? :P;Ugz6RiIHvOfpmrSU4BF4AaABAg;;2;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugz6RiIHvOfpmrSU4BF4AaABAg;2020-03-14 22:26:45;1;6:55 lol! u sure? :P;http://www.youtube.com/channel/UCkraBtN0po0_VX4AKiwQ4Pw;1
48;Chase for Adventure;Lol a virtual hug 😂;Ugz6RiIHvOfpmrSU4BF4AaABAg.96ChaBpJ0dT96F7O41R40E;J.P. Jordan;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugz6RiIHvOfpmrSU4BF4AaABAg.96ChaBpJ0dT96F7O41R40E;2020-03-15 20:59:22;0;Lol a virtual hug 😂;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
49;Kokseng Kok;It is quite heart-warming watching your video.;Ugw8nl5Z8S-TSYC1P0t4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugw8nl5Z8S-TSYC1P0t4AaABAg;2020-03-14 21:18:17;1;It is quite heart-warming watching your video.;http://www.youtube.com/channel/UCTr6mFPap-FW8xUCzN5_U0g;1
50;Chase for Adventure;Yaaaay! I am so glad to hear that ☺️;Ugw8nl5Z8S-TSYC1P0t4AaABAg.96C_kc_g-uD96CgujBD1ts;Kokseng Kok;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugw8nl5Z8S-TSYC1P0t4AaABAg.96C_kc_g-uD96CgujBD1ts;2020-03-14 22:20:49;0;Yaaaay! I am so glad to hear that ☺️;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
51;Kokseng Kok;Thanks for sharing this video. You guys are awesome.;UgzPJyuZQkPMPl-rn3J4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgzPJyuZQkPMPl-rn3J4AaABAg;2020-03-14 21:15:57;1;Thanks for sharing this video. You guys are awesome.;http://www.youtube.com/channel/UCTr6mFPap-FW8xUCzN5_U0g;1
52;Chase for Adventure;Of course! Thank you so much for the support 💙;UgzPJyuZQkPMPl-rn3J4AaABAg.96C_UbM2mVz96Cgsy0uXt8;Kokseng Kok;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgzPJyuZQkPMPl-rn3J4AaABAg.96C_UbM2mVz96Cgsy0uXt8;2020-03-14 22:20:35;0;Of course! Thank you so much for the support 💙;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
53;Johnson C;stay healthy, good luck;UgyaTyPsNYhEMstikcd4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgyaTyPsNYhEMstikcd4AaABAg;2020-03-14 21:09:20;1;stay healthy, good luck;http://www.youtube.com/channel/UCry4CTCAKNTU3ULw0mgxECA;1
54;Chase for Adventure;Thank you so much Johnson! 😁;UgyaTyPsNYhEMstikcd4AaABAg.96CZj9hKfTs96Cgqe3m_dH;Johnson C;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgyaTyPsNYhEMstikcd4AaABAg.96CZj9hKfTs96Cgqe3m_dH;2020-03-14 22:20:16;0;Thank you so much Johnson! 😁;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
55;Christopher Thomas;Pound to baht is 38 -1 terrible u can get flights to Bangkok for £256 return direct tho tidy;UgxDyrUcO8iOLkREVPh4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgxDyrUcO8iOLkREVPh4AaABAg;2020-03-14 20:26:29;1;Pound to baht is 38 -1 terrible u can get flights to Bangkok for £256 return direct tho tidy;http://www.youtube.com/channel/UC7BBdlWyOCJIWJGb1KNsSrA;1
56;Chase for Adventure;Oh wow! How awesome. It’s crazy, we looked at flights that were leaving the Philippines yesterday for our two friends and the cost was almost 3,000 pound! 😱😭;UgxDyrUcO8iOLkREVPh4AaABAg.96CUpGdlzIT96CgoeFDMlj;Christopher Thomas;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgxDyrUcO8iOLkREVPh4AaABAg.96CUpGdlzIT96CgoeFDMlj;2020-03-14 22:19:59;0;Oh wow! How awesome. It’s crazy, we looked at flights that were leaving the Philippines yesterday for our two friends and the cost was almost 3,000 pound! 😱😭;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
57;Foogie Sim VLOGs;Tough time for the creator community now. Take care you two and keep posting!;UgwBgUH7uvjEIQtidw54AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgwBgUH7uvjEIQtidw54AaABAg;2020-03-14 20:18:24;1;Tough time for the creator community now. Take care you two and keep posting!;http://www.youtube.com/channel/UCUi9tBiqYjJc-VpcBHcZA9A;1
58;Chase for Adventure;Agreed but I guess it’s just opening up different opportunities 😁 Thank you friend, we will!;UgwBgUH7uvjEIQtidw54AaABAg.96CTu2sSsvL96CgiDclbfU;Foogie Sim VLOGs;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgwBgUH7uvjEIQtidw54AaABAg.96CTu2sSsvL96CgiDclbfU;2020-03-14 22:19:07;0;Agreed but I guess it’s just opening up different opportunities 😁 Thank you friend, we will!;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
59;Marchel S;Fostering dogs is a nice shift of vlog content 👍;UgwHxiv-lrknicK9Ird4AaABAg;;2;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgwHxiv-lrknicK9Ird4AaABAg;2020-03-14 19:10:27;1;Fostering dogs is a nice shift of vlog content 👍;http://www.youtube.com/channel/UCBO7bDbJ8heZtWYHFcYJHdA;1
60;Chase for Adventure;Thanks for the feedback Marchel! Looks like we’ll have to show some of the daily crazy 😂;UgwHxiv-lrknicK9Ird4AaABAg.96CM7O0JmcW96CgeMFD1v5;Marchel S;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgwHxiv-lrknicK9Ird4AaABAg.96CM7O0JmcW96CgeMFD1v5;2020-03-14 22:18:35;0;Thanks for the feedback Marchel! Looks like we’ll have to show some of the daily crazy 😂;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
61;Courtney Marmo;i know we all didn’t expect it to get this bad. im the one that had direct messaged you on instagram about having to cancel my trip to Thailand on feb 10, crazy!! people are really freaking out over here in Florida where I am. I really hope this is over soon :(;UgyKR4-keyivlXKxnz54AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgyKR4-keyivlXKxnz54AaABAg;2020-03-14 18:18:23;1;i know we all didn’t expect it to get this bad. im the one that had direct messaged you on instagram about having to cancel my trip to Thailand on feb 10, crazy!! people are really freaking out over here in Florida where I am. I really hope this is over soon :(;http://www.youtube.com/channel/UCvCsQ6U7At8A_pLJyDmwBxg;1
62;Chase for Adventure;Right?! We all really didn’t. That’s right!! And when we responded...so much has changed since then 😭😂 We’ve been following the updates and it’s nuts! I hope so too 💙;UgyKR4-keyivlXKxnz54AaABAg.96CGA3gFFtT96CgZhNrITt;Courtney Marmo;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgyKR4-keyivlXKxnz54AaABAg.96CGA3gFFtT96CgZhNrITt;2020-03-14 22:17:49;0;Right?! We all really didn’t. That’s right!! And when we responded...so much has changed since then 😭😂 We’ve been following the updates and it’s nuts! I hope so too 💙;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
63;Maribel Neira;Sorry to hear this is changing your plans, but you\'ll bounce back soon. Love following you both, stay safe and please don\'t quit..😍;UgyLSJ1w52kyMi3-hAp4AaABAg;;3;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgyLSJ1w52kyMi3-hAp4AaABAg;2020-03-14 17:56:12;1;Sorry to hear this is changing your plans, but you\'ll bounce back soon. Love following you both, stay safe and please don\'t quit..😍;http://www.youtube.com/channel/UCacJvEr-ut96X2K1PKX9AVA;1
64;Chase for Adventure;"Thank you Maribel ☺️ We really appreciate the love and support; BIG TIME! 💙";UgyLSJ1w52kyMi3-hAp4AaABAg.96CDcYPIHj596CgMdTiIMw;Maribel Neira;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgyLSJ1w52kyMi3-hAp4AaABAg.96CDcYPIHj596CgMdTiIMw;2020-03-14 22:16:02;0;"Thank you Maribel ☺️ We really appreciate the love and support; BIG TIME! 💙";http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
65;DEVANSHU MATHS;R you in India right now or you are now in Thailand;Ugz8xdLcfphO9sGwiK94AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugz8xdLcfphO9sGwiK94AaABAg;2020-03-14 17:18:36;3;R you in India right now or you are now in Thailand;http://www.youtube.com/channel/UCREjqtbNocUqhQNzgvkLG3A;1
66;Chase for Adventure;Awww so we were actually planning on going back to love in the south for a while but then the Coronavirus happened and stopped us going to India 😭;Ugz8xdLcfphO9sGwiK94AaABAg.96C9K7zGtIc96KTAxatok0;DEVANSHU MATHS;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugz8xdLcfphO9sGwiK94AaABAg.96C9K7zGtIc96KTAxatok0;2020-03-17 22:46:01;0;Awww so we were actually planning on going back to love in the south for a while but then the Coronavirus happened and stopped us going to India 😭;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
67;DEVANSHU MATHS;@Chase for Adventure you broke my heart...why have you gone so early;Ugz8xdLcfphO9sGwiK94AaABAg.96C9K7zGtIc96Cy95ADNgL;DEVANSHU MATHS;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugz8xdLcfphO9sGwiK94AaABAg.96C9K7zGtIc96Cy95ADNgL;2020-03-15 00:51:28;0;@Chase for Adventure you broke my heart...why have you gone so early;http://www.youtube.com/channel/UCREjqtbNocUqhQNzgvkLG3A;1
68;Chase for Adventure;No friend, so now we are in Thailand. Sorry for any confusion 😁;Ugz8xdLcfphO9sGwiK94AaABAg.96C9K7zGtIc96CgDZtOLhG;DEVANSHU MATHS;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=Ugz8xdLcfphO9sGwiK94AaABAg.96C9K7zGtIc96CgDZtOLhG;2020-03-14 22:14:47;0;No friend, so now we are in Thailand. Sorry for any confusion 😁;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
69;Saurabh Ghosh;Stay safe...Corona will go over soon...something we never expected to hit us...but one good thing that Corona did it broke all the so called boundaries - now people all over the world beyond all religion , race and color fighting shoulder to shoulder to this tiny virus...Stay Safe Stay blessed...;UgyZyLN6qvUmVd2oWf54AaABAg;;2;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgyZyLN6qvUmVd2oWf54AaABAg;2020-03-14 14:57:28;1;Stay safe...Corona will go over soon...something we never expected to hit us...but one good thing that Corona did it broke all the so called boundaries - now people all over the world beyond all religion , race and color fighting shoulder to shoulder to this tiny virus...Stay Safe Stay blessed...;http://www.youtube.com/channel/UCmKx6vu6IJTwGjJKQMk5SiA;1
70;Chase for Adventure;Wow what a great outlook to have on this! It really has forced everyone to deal with the same issue 😁;UgyZyLN6qvUmVd2oWf54AaABAg.96BuASNGDUp96Cg6hxCWvt;Saurabh Ghosh;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgyZyLN6qvUmVd2oWf54AaABAg.96BuASNGDUp96Cg6hxCWvt;2020-03-14 22:13:51;0;Wow what a great outlook to have on this! It really has forced everyone to deal with the same issue 😁;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
71;ajaybhimarao;Good news.;UgzTG6O73F19YztkDBV4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgzTG6O73F19YztkDBV4AaABAg;2020-03-14 14:54:20;1;Good news.;http://www.youtube.com/channel/UC3TcwSpe4Iu0MUTLidZ_QcQ;1
72;Chase for Adventure;Oh yeah! 😁;UgzTG6O73F19YztkDBV4AaABAg.96BtoUaQfK-96Cg1KUVymB;ajaybhimarao;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgzTG6O73F19YztkDBV4AaABAg.96BtoUaQfK-96Cg1KUVymB;2020-03-14 22:13:07;0;Oh yeah! 😁;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
73;Kim McDonald;Glad to hear you guys are doing well. Thanks for the update. Take care 😘;UgwvJSLk_N8qWKlh3kZ4AaABAg;;1;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgwvJSLk_N8qWKlh3kZ4AaABAg;2020-03-14 13:20:13;1;Glad to hear you guys are doing well. Thanks for the update. Take care 😘;http://www.youtube.com/channel/UC5wBTHJv4eeiz9m1H4gj4nw;1
74;Chase for Adventure;Of course Kim! Thanks for the well wishes 💙☺️;UgwvJSLk_N8qWKlh3kZ4AaABAg.96Bj2DKYRsR96Cg0Ej0Bgr;Kim McDonald;0;https://www.youtube.com/watch?v=u_I8IYJzdhY&lc=UgwvJSLk_N8qWKlh3kZ4AaABAg.96Bj2DKYRsR96Cg0Ej0Bgr;2020-03-14 22:12:58;0;Of course Kim! Thanks for the well wishes 💙☺️;http://www.youtube.com/channel/UCQL1-6vWiXw4iZjMdBZgCSQ;1
