id;author;description;guid;to;likecount;link;pubdate;replycount;title;authorChannelUrl;intention
72;Joanna Yung;Thank you so much for your comment! I am very glad that my content can bring you some encouragement and motivation during this no-so optimistic time. Happy to connect with you can chat more how I can help you in your digital nomad journey 😚😊;Ugy3S5g2BRHIe5nXRGp4AaABAg.9FqFVg2I38A9FsB8905mi0;Salah T;1;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugy3S5g2BRHIe5nXRGp4AaABAg.9FqFVg2I38A9FsB8905mi0;2020-11-10 02:04:19;0;Thank you so much for your comment! I am very glad that my content can bring you some encouragement and motivation during this no-so optimistic time. Happy to connect with you can chat more how I can help you in your digital nomad journey 😚😊;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
73;Aceman185;Taking care of yourself is a point that hits home, I\'ve also ended up on IV for essentially the same reasons. Building my toolset to get started in this lifestyle, and that\'s a fantastic reality check/reminder. Thanks ✌️;UgxdPK_pto-YfFnwGOd4AaABAg;;2;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgxdPK_pto-YfFnwGOd4AaABAg;2020-11-08 16:26:33;1;Taking care of yourself is a point that hits home, I\'ve also ended up on IV for essentially the same reasons. Building my toolset to get started in this lifestyle, and that\'s a fantastic reality check/reminder. Thanks ✌️;http://www.youtube.com/channel/UCSRlkUt58pxaUqxEh91gsXg;0
74;Joanna Yung;Awww I totally feel you!! Good luck in this journey and take care 🥰;UgxdPK_pto-YfFnwGOd4AaABAg.9Fo_DWVdxmJ9Fp2D5IVWTX;Aceman185;1;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgxdPK_pto-YfFnwGOd4AaABAg.9Fo_DWVdxmJ9Fp2D5IVWTX;2020-11-08 20:48:38;0;Awww I totally feel you!! Good luck in this journey and take care 🥰;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
75;Kemal Bey;It feels good that knowing that girls are exist like you;Ugy2ShGz2pm8hMmDHft4AaABAg;;2;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugy2ShGz2pm8hMmDHft4AaABAg;2020-11-06 17:30:35;1;It feels good that knowing that girls are exist like you;http://www.youtube.com/channel/UCkR1YiSi2XoCRdhCbTKzYvQ;0
76;Joanna Yung;🥰🥰🥰;Ugy2ShGz2pm8hMmDHft4AaABAg.9FjXxpAU9ct9FjyvOJfNZY;Kemal Bey;0;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugy2ShGz2pm8hMmDHft4AaABAg.9FjXxpAU9ct9FjyvOJfNZY;2020-11-06 21:34:55;0;🥰🥰🥰;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
77;Vašek Vrbenský;Can’t wait to go there! Also to have drink with you 😂;UgyatxRmwsd5vE82v7N4AaABAg;;1;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgyatxRmwsd5vE82v7N4AaABAg;2020-10-30 07:05:41;3;Can’t wait to go there! Also to have drink with you 😂;http://www.youtube.com/channel/UCUhb7CF62oZrYr2SCRDofZw;0
78;Joanna Yung;@Vašek Vrbenský Gold Coast is an amazing place lucky you!! Wish I could go there but not sure when Australia will open up their border :(;UgyatxRmwsd5vE82v7N4AaABAg.9FRI0Gh0KMh9FVtDyO2_4N;Vašek Vrbenský;0;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgyatxRmwsd5vE82v7N4AaABAg.9FRI0Gh0KMh9FVtDyO2_4N;2020-11-01 01:56:34;0;@Vašek Vrbenský Gold Coast is an amazing place lucky you!! Wish I could go there but not sure when Australia will open up their border :(;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
79;Vašek Vrbenský;@Joanna Yung I’m in Australia Gold Coast. And really looking forward to get out soon;UgyatxRmwsd5vE82v7N4AaABAg.9FRI0Gh0KMh9FTpW1HTCpT;Vašek Vrbenský;0;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgyatxRmwsd5vE82v7N4AaABAg.9FRI0Gh0KMh9FTpW1HTCpT;2020-10-31 06:45:35;0;@Joanna Yung I’m in Australia Gold Coast. And really looking forward to get out soon;http://www.youtube.com/channel/UCUhb7CF62oZrYr2SCRDofZw;0
80;Joanna Yung;Hahaha you are definitely welcome here (when they open the border ) Where are based right now ?;UgyatxRmwsd5vE82v7N4AaABAg.9FRI0Gh0KMh9FSrClD2liD;Vašek Vrbenský;1;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgyatxRmwsd5vE82v7N4AaABAg.9FRI0Gh0KMh9FSrClD2liD;2020-10-30 21:41:12;0;Hahaha you are definitely welcome here (when they open the border ) Where are based right now ?;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
81;Andrew Ellis;Joanna I absolutely love your videos and all that you are doing! So proud of everything you have done this year and cannot wait for all you do in the coming ones too! Keep working hard;Ugzf6M7XfhdJoudBchd4AaABAg;;1;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugzf6M7XfhdJoudBchd4AaABAg;2020-10-30 06:49:04;1;Joanna I absolutely love your videos and all that you are doing! So proud of everything you have done this year and cannot wait for all you do in the coming ones too! Keep working hard;http://www.youtube.com/channel/UCH90MY0Oq8rd-l5pi-Dq5TA;0
82;Joanna Yung;Thank you so much Andrew! Seeing your YouTube channel growing so fast is making me really happy!! You did a great job producing such high quality videos consistently! I have so much to learn from you 👏;Ugzf6M7XfhdJoudBchd4AaABAg.9FRG6ZUPncu9FRZ7RWdCX_;Andrew Ellis;0;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugzf6M7XfhdJoudBchd4AaABAg.9FRG6ZUPncu9FRZ7RWdCX_;2020-10-30 09:35:12;0;Thank you so much Andrew! Seeing your YouTube channel growing so fast is making me really happy!! You did a great job producing such high quality videos consistently! I have so much to learn from you 👏;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
83;Franchesca Mae Faustino;The life lessons are so inspiring, especially at a time when we feel like we can\'t control much of our lives during this pandemic. Thank you for sharing this and looking forward to your next one!;Ugw_HECje2TRe5kU5PJ4AaABAg;;1;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugw_HECje2TRe5kU5PJ4AaABAg;2020-10-29 08:07:45;1;The life lessons are so inspiring, especially at a time when we feel like we can\'t control much of our lives during this pandemic. Thank you for sharing this and looking forward to your next one!;http://www.youtube.com/channel/UC6u3bwtOh6Nm7yfTUu4V6PQ;0
84;Joanna Yung;Thank you so much Franchesca! 🥰;Ugw_HECje2TRe5kU5PJ4AaABAg.9FOpK0rpnQ69FPEqRyaDbC;Franchesca Mae Faustino;0;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugw_HECje2TRe5kU5PJ4AaABAg.9FOpK0rpnQ69FPEqRyaDbC;2020-10-29 11:59:30;0;Thank you so much Franchesca! 🥰;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
85;Mèllīøndeř MëllÝ?;your so cool!;Ugy6JIqrejA5C0nSz5Z4AaABAg;;3;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugy6JIqrejA5C0nSz5Z4AaABAg;2020-10-29 07:44:44;1;your so cool!;http://www.youtube.com/channel/UCP3eMBky76X2Ec9O6NVG-Yg;0
86;Joanna Yung;Aww Thanks;Ugy6JIqrejA5C0nSz5Z4AaABAg.9FOmgR_9DbA9FPEt3MlT21;Mèllīøndeř MëllÝ?;1;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugy6JIqrejA5C0nSz5Z4AaABAg.9FOmgR_9DbA9FPEt3MlT21;2020-10-29 11:59:52;0;Aww Thanks;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
87;Arielle Dalia;You are so inspiring! I\'m really happy I found your channel. You helped inspire me to start taking on social media management freelance jobs instead of just waiting around for the next opportunity;Ugx0bV8bVQU-AIvJ80F4AaABAg;;6;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugx0bV8bVQU-AIvJ80F4AaABAg;2020-10-28 20:42:56;1;You are so inspiring! I\'m really happy I found your channel. You helped inspire me to start taking on social media management freelance jobs instead of just waiting around for the next opportunity;http://www.youtube.com/channel/UCT0vhnFo3RlS7vm0K6aS3-w;0
88;Joanna Yung;I am so so glad!! 🥰 you go girl!!;Ugx0bV8bVQU-AIvJ80F4AaABAg.9FNaxFzHG3T9FNjRyxvfuD;Arielle Dalia;0;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugx0bV8bVQU-AIvJ80F4AaABAg.9FNaxFzHG3T9FNjRyxvfuD;2020-10-28 21:57:10;0;I am so so glad!! 🥰 you go girl!!;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
89;michael R;This is cool!;Ugz8Ym1Elwq3Oa9yOqp4AaABAg;;1;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugz8Ym1Elwq3Oa9yOqp4AaABAg;2020-10-28 20:20:36;1;This is cool!;http://www.youtube.com/channel/UC5HiyHBjbkZLs6uBSmyZLFA;0
90;Joanna Yung;Thank you!!!;Ugz8Ym1Elwq3Oa9yOqp4AaABAg.9FNZOg7sn5z9FNjJw6IEUs;michael R;0;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=Ugz8Ym1Elwq3Oa9yOqp4AaABAg.9FNZOg7sn5z9FNjJw6IEUs;2020-10-28 21:56:04;0;Thank you!!!;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
91;Alex Rogers;Thanks for the video! This is super inspiring ❤️ I can’t wait to start mine as well!;UgwPHOWsaXTxe47YiyN4AaABAg;;1;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgwPHOWsaXTxe47YiyN4AaABAg;2020-10-28 10:19:19;1;Thanks for the video! This is super inspiring ❤️ I can’t wait to start mine as well!;http://www.youtube.com/channel/UCWLmVGMOfDtEphvJEMknSKg;0
92;Joanna Yung;Thanks love ! ❤️;UgwPHOWsaXTxe47YiyN4AaABAg.9FMU_kq5Qyh9FMZlVzX2pf;Alex Rogers;0;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgwPHOWsaXTxe47YiyN4AaABAg.9FMU_kq5Qyh9FMZlVzX2pf;2020-10-28 11:04:37;0;Thanks love ! ❤️;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
93;Marcelo Lorenzo;Loved it!;UgzgYHiUKk1O3kRPvkt4AaABAg;;1;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgzgYHiUKk1O3kRPvkt4AaABAg;2020-10-28 09:52:06;1;Loved it!;http://www.youtube.com/channel/UCWIVy7MME__e16Hp_4blkxw;0
94;Joanna Yung;Thank you so much!!;UgzgYHiUKk1O3kRPvkt4AaABAg.9FMRTMv0lOk9FMZn_fJBLm;Marcelo Lorenzo;0;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgzgYHiUKk1O3kRPvkt4AaABAg.9FMRTMv0lOk9FMZn_fJBLm;2020-10-28 11:04:54;0;Thank you so much!!;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
95;Eva Stepps;This is amazing!! So glad I subscribe and follow along, stay safe girl!;UgwKuTydJW50mzJX8_V4AaABAg;;1;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgwKuTydJW50mzJX8_V4AaABAg;2020-10-28 09:07:08;1;This is amazing!! So glad I subscribe and follow along, stay safe girl!;http://www.youtube.com/channel/UCNUEOzLm4gQ6sSagkLGkm4A;0
96;Joanna Yung;Thank you! You too ❤️;UgwKuTydJW50mzJX8_V4AaABAg.9FMMK5j5_e_9FMZkPHc9zA;Eva Stepps;0;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgwKuTydJW50mzJX8_V4AaABAg.9FMMK5j5_e_9FMZkPHc9zA;2020-10-28 11:04:28;0;Thank you! You too ❤️;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
97;Flexytravel com;Congrats! 👏 what an incredible journey and all the lessons you shared are 👌;UgzCzb5zeuJK7M7TVVR4AaABAg;;1;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgzCzb5zeuJK7M7TVVR4AaABAg;2020-10-28 09:06:14;1;Congrats! 👏 what an incredible journey and all the lessons you shared are 👌;http://www.youtube.com/channel/UCIuyNYyW6xw1j1kY0xT35JQ;0
98;Joanna Yung;Thank you!;UgzCzb5zeuJK7M7TVVR4AaABAg.9FMMDQCYPOT9FMZj2jXiCp;Flexytravel com;0;https://www.youtube.com/watch?v=qtDnvn9r_8I&lc=UgzCzb5zeuJK7M7TVVR4AaABAg.9FMMDQCYPOT9FMZj2jXiCp;2020-10-28 11:04:16;0;Thank you!;http://www.youtube.com/channel/UC2TUZnaGIN5F_1mE6HWDHnQ;0
